date,open,high,low,close,volume
2003-01-30,7.6711,7.7323,7.6289,7.6563,24184
2003-01-31,7.6183,7.7196,7.5782,7.7027,32204
2003-02-03,7.728,7.728,7.5972,7.6394,28912
2003-02-04,7.5951,7.6331,7.5571,7.6204,35833
2003-02-05,7.6394,7.6436,7.5212,7.5423,17431
2003-02-06,7.5634,7.5782,7.5086,7.5128,14772
2003-02-07,7.5297,7.5508,7.4938,7.4959,15194
2003-02-10,7.4917,7.498,7.3545,7.4073,20555
2003-02-11,7.4009,7.5571,7.4009,7.4642,29460
2003-02-12,7.5064,7.5929,7.498,7.5465,20681
2003-02-13,7.5676,7.6267,7.5655,7.5993,26464
2003-02-14,7.5972,7.7513,7.593,7.7344,24396
2003-02-18,7.882,8.0509,7.882,7.996,52969
2003-02-19,7.9918,8.0425,7.9771,8.0066,68164
2003-02-20,8.0192,8.072,8.0192,8.0593,93276
2003-02-21,8.053,8.0826,8.0298,8.0699,16461
2003-02-24,8.0804,8.1037,8.0636,8.0931,155784
2003-02-25,8.0805,8.1775,8.0298,8.148,95007
2003-02-26,8.1057,8.1944,8.1057,8.1775,91715
2003-02-27,8.1796,8.3569,8.1733,8.2999,69261
2003-02-28,8.3717,8.3886,8.2303,8.2936,72511
2003-03-03,8.283,8.3611,8.0762,8.1142,57865
2003-03-04,8.1247,8.2028,8.0931,8.1163,28067
2003-03-05,8.167,8.167,8.0784,8.1079,34820
2003-03-06,8.0846,8.1332,7.996,7.9981,56472
2003-03-07,7.9665,8.0784,7.9665,8.0404,49846
2003-03-10,8.1311,8.1374,8.0066,8.0361,37986
2003-03-11,8.053,8.0931,7.977,8.0087,29756
2003-03-12,7.9812,8.0551,7.8673,7.9327,38577
2003-03-13,7.9623,8.0847,7.9306,8.053,32077
2003-03-14,8.0952,8.167,8.0657,8.1121,40983
2003-03-17,8.0615,8.2725,8.0467,8.2134,76478
2003-03-18,8.2472,8.2831,8.2071,8.2451,68839
2003-03-19,8.2303,8.3084,8.2303,8.2915,57992
2003-03-20,8.2915,8.3358,8.2641,8.2683,34187
2003-03-21,8.3358,8.3865,8.3105,8.3527,64239
2003-03-24,8.321,8.3717,8.2113,8.2345,43768
2003-03-25,8.2535,8.3316,8.1712,8.321,40181
2003-03-26,8.3232,8.3675,8.2831,8.3126,50943
2003-03-27,8.3189,8.4413,8.2978,8.3991,43768
2003-03-28,8.3147,8.3717,8.2831,8.3295,15743
2003-03-31,8.2409,8.2873,8.1649,8.1649,23425
2003-04-01,8.2049,8.2429,8.1648,8.1965,33596
2003-04-02,8.2429,8.34,8.2071,8.2978,43515
2003-04-03,8.2852,8.2873,8.224,8.2303,29756
2003-04-04,8.2408,8.3126,8.2408,8.2978,15785
2003-04-07,8.2831,8.3527,8.2578,8.2641,92897
2003-04-08,8.3062,8.4244,8.2851,8.3864,37690
2003-04-09,8.4139,8.416,8.3527,8.3822,31739
2003-04-10,8.3928,8.5025,8.3843,8.4983,68839
2003-04-11,8.4709,8.5595,8.4709,8.5405,30853
2003-04-14,8.5025,8.57,8.494,8.5658,35116
2003-04-15,8.5405,8.5954,8.5405,8.5511,31106
2003-04-16,8.5447,8.5784,8.494,8.5088,35918
2003-04-17,8.5068,8.6039,8.5068,8.5912,37015
2003-04-21,8.5758,8.6204,8.5758,8.6013,17220
2003-04-22,8.6225,8.6948,8.6225,8.6778,21854
2003-04-23,8.6778,8.7671,8.6629,8.7182,35587
2003-04-24,8.6566,8.6757,8.6162,8.6268,78700
2003-04-25,8.5757,8.7033,8.5757,8.6395,17687
2003-04-28,8.6693,8.7288,8.6693,8.7033,26276
2003-04-29,8.6799,8.7735,8.6799,8.7416,34779
2003-04-30,8.7692,8.8776,8.7586,8.8755,90605
2003-05-01,8.8968,8.9584,8.8968,8.9563,53402
2003-05-02,8.9287,8.9776,8.8883,8.9627,34482
2003-05-05,8.9627,9.0243,8.9627,9.0137,36735
2003-05-06,9.0349,9.1179,8.9988,9.1051,62033
2003-05-07,9.0541,9.0541,8.9946,9.0052,34907
2003-05-08,8.9966,9.0455,8.9839,9.0349,29379
2003-05-09,8.9988,9.0583,8.9988,9.0349,35204
2003-05-12,9.0201,9.1583,9.0201,9.1009,43496
2003-05-13,9.0583,9.1412,9.0456,9.0987,25553
2003-05-14,9.1455,9.2773,9.1412,9.2688,62671
2003-05-15,9.2646,9.2816,9.2242,9.2412,28444
2003-05-16,9.3241,9.3708,9.3071,9.3432,26446
2003-05-19,9.3453,9.3581,9.2114,9.2114,43070
2003-05-20,9.4028,9.6366,9.3539,9.6281,94389
2003-05-21,9.5898,9.6515,9.5431,9.6515,80486
2003-05-22,9.5516,9.5537,9.4006,9.407,41199
2003-05-23,9.307,9.4898,9.3028,9.4622,113393
2003-05-27,9.4283,9.5154,9.3624,9.4644,61820
2003-05-28,9.4219,9.4516,9.3113,9.3496,78615
2003-05-29,9.3538,9.509,9.3496,9.5005,51829
2003-05-30,9.5005,9.5239,9.0902,9.1306,183377
2003-06-02,9.0987,9.1115,8.9074,9.0328,148598
2003-06-03,8.9903,9.0009,8.9201,8.969,70749
2003-06-04,9.054,9.1859,9.0158,9.1242,35714
2003-06-05,9.1264,9.3007,9.1222,9.2412,28912
2003-06-06,9.2433,9.2752,9.1157,9.154,37841
2003-06-09,9.1519,9.2199,9.0753,9.0902,27594
2003-06-10,9.0924,9.1859,9.0265,9.1859,87629
2003-06-11,9.2348,9.3602,9.2157,9.3347,48087
2003-06-12,9.3049,9.3517,9.2879,9.3517,31420
2003-06-13,9.3432,9.4304,9.3241,9.3687,54847
2003-06-16,9.3688,9.4793,9.3305,9.4793,35290
2003-06-17,9.4729,9.5218,9.3985,9.492,46131
2003-06-18,9.5451,9.5451,9.4346,9.4601,45919
2003-06-19,9.3538,9.4134,9.3071,9.3432,40136
2003-06-20,9.3453,9.3453,9.1221,9.1327,58376
2003-06-23,9.1285,9.1625,9.0647,9.086,29465
2003-06-24,9.0796,9.1413,9.0031,9.0605,34992
2003-06-25,9.1157,9.1689,9.0774,9.0817,23427
2003-06-26,9.0562,9.0944,8.9882,9.0413,40094
2003-06-27,9.0179,9.0498,8.9541,8.9924,25850
2003-06-30,8.9499,9.0838,8.9287,9.0477,36863
2003-07-01,9.0137,9.0796,8.9648,9.0796,18538
2003-07-02,9.0753,9.1264,9.0498,9.0796,24575
2003-07-03,9.0902,9.2242,9.0839,9.1689,18580
2003-07-07,9.1222,9.1902,9.0903,9.1668,30060
2003-07-08,9.1263,9.1263,9.0115,9.0413,28657
2003-07-09,8.9925,9.0945,8.9606,9.0456,26914
2003-07-10,8.9456,8.9881,8.8967,8.935,20536
2003-07-11,8.9457,8.9861,8.9329,8.9818,29677
2003-07-14,9.0285,9.1497,9.0285,9.0498,27849
2003-07-15,9.0349,9.2475,8.9584,9.0413,35502
2003-07-16,9.0583,9.1093,9.0009,9.0349,30230
2003-07-17,8.9606,9.0031,8.9393,8.9712,19388
2003-07-18,8.9542,8.9542,8.8797,8.9499,17730
2003-07-21,8.9126,8.9918,8.9126,8.9704,16956
2003-07-22,8.9318,8.9489,8.8612,8.9361,30829
2003-07-23,8.934,9.1266,8.934,9.0667,50397
2003-07-24,9.0796,9.1652,9.0218,9.0218,12931
2003-07-25,9.1096,9.2209,9.1096,9.1374,21238
2003-07-28,9.1738,9.2337,9.1417,9.1545,18883
2003-07-29,9.1416,9.1716,9.0646,9.1245,18540
2003-07-30,9.0196,9.056,8.9618,8.9875,18540
2003-07-31,8.9896,9.0175,8.8847,8.9875,39350
2003-08-01,8.9661,9.0025,8.9254,8.9361,37508
2003-08-04,8.8848,8.8933,8.7306,8.797,47785
2003-08-05,8.7991,8.9511,8.7991,8.8548,37808
2003-08-06,8.8698,8.8698,8.7649,8.782,31257
2003-08-07,8.8077,9.056,8.8077,9.0196,34897
2003-08-08,9.0153,9.1716,9.0153,9.1566,26761
2003-08-11,9.1738,9.3001,9.1738,9.283,31386
2003-08-12,9.2808,9.3729,9.2765,9.3643,22137
2003-08-13,9.3429,9.5077,9.3386,9.4606,23678
2003-08-14,9.3771,9.4092,9.3364,9.345,16485
2003-08-15,9.3322,9.4436,9.3322,9.42,37123
2003-08-18,9.42,9.527,9.3986,9.4307,28603
